chr1	start1	end1	chr2	start2	end2	pets	chr	start	end	dup_sum_pets	gene_ID_sum_pets	percentage	score	rank_gene	gene	ID	rank_enhancer	enhancer
chr3	189506026	189521914	chr3	189541846	189545805	26	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001114981.2	3	chr3:189541846-189545805
chr3	188987206	188995848	chr3	189506026	189521914	14	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001114981.2	1	chr3:189506026-189521914
chr3	189020259	189023993	chr3	189506026	189521914	9	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001114981.2	3	chr3:189506026-189521914
chr3	189041414	189044338	chr3	189506026	189521914	6	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001114981.2	4	chr3:189506026-189521914
chr3	189506026	189521914	chr3	189615886	189620727	5	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001114981.2	4	chr3:189615886-189620727
chr3	189506026	189521914	chr3	189652869	189656432	23	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001114981.2	1	chr3:189652869-189656432
chr3	189506026	189521914	chr3	189626113	189629583	13	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001114981.2	2	chr3:189626113-189629583
chr3	189506026	189521914	chr3	189631058	189635281	10	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001114981.2	3	chr3:189631058-189635281
chr3	189039776	189041105	chr3	189506026	189521914	3	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001114981.2	6	chr3:189506026-189521914
chr3	189015375	189018862	chr3	189506026	189521914	3	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001114981.2	6	chr3:189506026-189521914
chr3	189109545	189112940	chr3	189506026	189521914	6	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001114981.2	4	chr3:189506026-189521914
chr3	189506026	189521914	chr3	189645343	189646877	5	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001114981.2	4	chr3:189645343-189646877
chr3	189015375	189018862	chr3	189506026	189521914	3	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001114982.2	6	chr3:189506026-189521914
chr3	188987206	188995848	chr3	189506026	189521914	14	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001114982.2	1	chr3:189506026-189521914
chr3	189506026	189521914	chr3	189541846	189545805	26	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001114982.2	3	chr3:189541846-189545805
chr3	189506026	189521914	chr3	189554114	189561740	91	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001114982.2	1	chr3:189554114-189561740
chr3	189506026	189521914	chr3	189536314	189540001	7	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001114982.2	5	chr3:189536314-189540001
chr3	189506026	189521914	chr3	189551415	189553653	28	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001114982.2	2	chr3:189551415-189553653
chr3	188985174	188986658	chr3	189506026	189521914	3	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001114982.2	6	chr3:189506026-189521914
chr3	189020259	189023993	chr3	189506026	189521914	9	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001114982.2	3	chr3:189506026-189521914
chr3	189024494	189030939	chr3	189506026	189521914	11	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001114982.2	2	chr3:189506026-189521914
chr3	189506026	189521914	chr3	189645343	189646877	5	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001114982.2	4	chr3:189645343-189646877
chr3	189506026	189521914	chr3	189652869	189656432	23	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001114982.2	1	chr3:189652869-189656432
chr3	189506026	189521914	chr3	189615886	189620727	5	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001114982.2	4	chr3:189615886-189620727
chr3	189041414	189044338	chr3	189506026	189521914	6	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001114982.2	4	chr3:189506026-189521914
chr3	189070836	189075220	chr3	189506026	189521914	5	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001114982.2	5	chr3:189506026-189521914
chr3	189506026	189521914	chr3	189522847	189525482	13	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001114982.2	4	chr3:189522847-189525482
chr3	189109545	189112940	chr3	189506026	189521914	6	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001114982.2	4	chr3:189506026-189521914
chr3	189039776	189041105	chr3	189506026	189521914	3	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001114982.2	6	chr3:189506026-189521914
chr3	189506026	189521914	chr3	189626113	189629583	13	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001114982.2	2	chr3:189626113-189629583
chr3	189506026	189521914	chr3	189631058	189635281	10	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001114982.2	3	chr3:189631058-189635281
chr1	209525290	209531905	chr1	209822021	209828468	5	chr1	209500000	209635000	59	220	0.268181818181818	15.8227272727273	1	LAMB3	NM_001127641.1	5	chr1:209822021-209828468
chr1	209532869	209534409	chr1	209822021	209828468	3	chr1	209500000	209635000	59	220	0.268181818181818	15.8227272727273	1	LAMB3	NM_001127641.1	7	chr1:209822021-209828468
chr1	209541855	209544765	chr1	209822021	209828468	4	chr1	209500000	209635000	59	220	0.268181818181818	15.8227272727273	1	LAMB3	NM_001127641.1	6	chr1:209822021-209828468
chr1	209555486	209563790	chr1	209822021	209828468	6	chr1	209500000	209635000	59	220	0.268181818181818	15.8227272727273	1	LAMB3	NM_001127641.1	4	chr1:209822021-209828468
chr1	209569413	209575336	chr1	209822021	209828468	4	chr1	209500000	209635000	59	220	0.268181818181818	15.8227272727273	1	LAMB3	NM_001127641.1	6	chr1:209822021-209828468
chr1	209576773	209579475	chr1	209822021	209828468	6	chr1	209500000	209635000	59	220	0.268181818181818	15.8227272727273	1	LAMB3	NM_001127641.1	4	chr1:209822021-209828468
chr1	209582590	209586267	chr1	209822021	209828468	7	chr1	209500000	209635000	59	220	0.268181818181818	15.8227272727273	1	LAMB3	NM_001127641.1	3	chr1:209822021-209828468
chr1	209586565	209596104	chr1	209822021	209828468	9	chr1	209500000	209635000	59	220	0.268181818181818	15.8227272727273	1	LAMB3	NM_001127641.1	2	chr1:209822021-209828468
chr1	209599440	209609734	chr1	209822021	209828468	15	chr1	209500000	209635000	59	220	0.268181818181818	15.8227272727273	1	LAMB3	NM_001127641.1	1	chr1:209822021-209828468
chr11	65317833	65322228	chr11	65322907	65329069	42	chr11	65320000	65325000	42	200	0.21	8.82	1	LTBP3	NM_001130144.3	1	chr11:65322907-65329069
chr3	187452067	187466753	chr3	188949620	188952824	8	chr3	188925000	189110000	11	575	0.0191304347826087	0.210434782608696	2	BCL6	NM_001130845.2	1	chr3:188949620-188952824
chr3	187452067	187466753	chr3	189024494	189030939	3	chr3	188925000	189110000	11	575	0.0191304347826087	0.210434782608696	2	BCL6	NM_001130845.2	2	chr3:189024494-189030939
chr3	187452067	187466753	chr3	188949620	188952824	8	chr3	188925000	189110000	11	575	0.0191304347826087	0.210434782608696	2	BCL6	NM_001134738.1	1	chr3:188949620-188952824
chr3	187452067	187466753	chr3	189024494	189030939	3	chr3	188925000	189110000	11	575	0.0191304347826087	0.210434782608696	2	BCL6	NM_001134738.1	2	chr3:189024494-189030939
chr11	65317833	65322228	chr11	65678513	65688605	5	chr11	65320000	65325000	5	161	0.031055900621118	0.15527950310559	9	C11orf68	NM_001135635.2	1	chr11:65678513-65688605
chr11	65317833	65322228	chr11	65428735	65432254	9	chr11	65320000	65325000	9	180	0.05	0.45	5	RELA	NM_001145138.2	1	chr11:65428735-65432254
chr11	65317833	65322228	chr11	65322907	65329069	42	chr11	65320000	65325000	42	200	0.21	8.82	1	LTBP3	NM_001164266.1	1	chr11:65322907-65329069
chr11	69985667	69989032	chr11	70242679	70246639	7	chr11	69940000	70030000	10	104	0.0961538461538462	0.961538461538462	5	CTTN	NM_001184740.2	1	chr11:70242679-70246639
chr11	70029165	70031492	chr11	70242679	70246639	3	chr11	69940000	70030000	10	104	0.0961538461538462	0.961538461538462	5	CTTN	NM_001184740.2	2	chr11:70242679-70246639
chr11	70089193	70093179	chr11	70242679	70246639	5	chr11	70050000	70265000	51	104	0.490384615384615	25.0096153846154	1	CTTN	NM_001184740.2	4	chr11:70242679-70246639
chr11	70058095	70059955	chr11	70242679	70246639	4	chr11	70050000	70265000	51	104	0.490384615384615	25.0096153846154	1	CTTN	NM_001184740.2	5	chr11:70242679-70246639
chr11	70065838	70067031	chr11	70242679	70246639	4	chr11	70050000	70265000	51	104	0.490384615384615	25.0096153846154	1	CTTN	NM_001184740.2	5	chr11:70242679-70246639
chr11	70079142	70080435	chr11	70242679	70246639	7	chr11	70050000	70265000	51	104	0.490384615384615	25.0096153846154	1	CTTN	NM_001184740.2	3	chr11:70242679-70246639
chr11	70220148	70221409	chr11	70242679	70246639	12	chr11	70050000	70265000	51	104	0.490384615384615	25.0096153846154	1	CTTN	NM_001184740.2	2	chr11:70242679-70246639
chr11	70242679	70246639	chr11	70261333	70263526	19	chr11	70050000	70265000	51	104	0.490384615384615	25.0096153846154	1	CTTN	NM_001184740.2	1	chr11:70261333-70263526
chr17	79688303	79691489	chr17	79823211	79832485	5	chr17	79680000	79700000	38	91	0.417582417582418	15.8681318681319	1	ARHGDIA	NM_001185077.3	3	chr17:79823211-79832485
chr17	79692534	79695094	chr17	79823211	79832485	7	chr17	79680000	79700000	38	91	0.417582417582418	15.8681318681319	1	ARHGDIA	NM_001185077.3	2	chr17:79823211-79832485
chr17	79698244	79703904	chr17	79823211	79832485	26	chr17	79680000	79700000	38	91	0.417582417582418	15.8681318681319	1	ARHGDIA	NM_001185077.3	1	chr17:79823211-79832485
chr17	79688303	79691489	chr17	79823211	79832485	5	chr17	79680000	79700000	38	91	0.417582417582418	15.8681318681319	1	ARHGDIA	NM_001185078.3	3	chr17:79823211-79832485
chr17	79692534	79695094	chr17	79823211	79832485	7	chr17	79680000	79700000	38	91	0.417582417582418	15.8681318681319	1	ARHGDIA	NM_001185078.3	2	chr17:79823211-79832485
chr17	79698244	79703904	chr17	79823211	79832485	26	chr17	79680000	79700000	38	91	0.417582417582418	15.8681318681319	1	ARHGDIA	NM_001185078.3	1	chr17:79823211-79832485
chr17	57913978	57927512	chr17	57969678	57971706	10	chr17	57915000	57955000	10	17	0.588235294117647	5.88235294117647	2	TUBD1	NM_001193609.2	1	chr17:57969678-57971706
chr17	57913978	57927512	chr17	57969678	57971706	10	chr17	57915000	57955000	10	17	0.588235294117647	5.88235294117647	2	TUBD1	NM_001193610.2	1	chr17:57969678-57971706
chr17	57913978	57927512	chr17	57969678	57971706	10	chr17	57915000	57955000	10	17	0.588235294117647	5.88235294117647	2	TUBD1	NM_001193611.2	1	chr17:57969678-57971706
chr17	57913978	57927512	chr17	57969678	57971706	10	chr17	57915000	57955000	10	17	0.588235294117647	5.88235294117647	2	TUBD1	NM_001193612.2	1	chr17:57969678-57971706
chr17	57913978	57927512	chr17	57969678	57971706	10	chr17	57915000	57955000	10	17	0.588235294117647	5.88235294117647	2	TUBD1	NM_001193613.2	1	chr17:57969678-57971706
chr17	79473990	79482933	chr17	79688303	79691489	4	chr17	79680000	79700000	7	159	0.0440251572327044	0.308176100628931	10	ACTG1	NM_001199954.3	1	chr17:79688303-79691489
chr17	79473990	79482933	chr17	79698244	79703904	3	chr17	79680000	79700000	7	159	0.0440251572327044	0.308176100628931	10	ACTG1	NM_001199954.3	2	chr17:79698244-79703904
chr1	209555486	209563790	chr1	209977757	209983907	7	chr1	209500000	209635000	40	307	0.130293159609121	5.21172638436482	2	IRF6	NM_001206696.2	2	chr1:209977757-209983907
chr1	209569413	209575336	chr1	209977757	209983907	6	chr1	209500000	209635000	40	307	0.130293159609121	5.21172638436482	2	IRF6	NM_001206696.2	3	chr1:209977757-209983907
chr1	209576773	209579475	chr1	209977757	209983907	5	chr1	209500000	209635000	40	307	0.130293159609121	5.21172638436482	2	IRF6	NM_001206696.2	4	chr1:209977757-209983907
chr1	209582590	209586267	chr1	209977757	209983907	5	chr1	209500000	209635000	40	307	0.130293159609121	5.21172638436482	2	IRF6	NM_001206696.2	4	chr1:209977757-209983907
chr1	209586565	209596104	chr1	209977757	209983907	4	chr1	209500000	209635000	40	307	0.130293159609121	5.21172638436482	2	IRF6	NM_001206696.2	5	chr1:209977757-209983907
chr1	209599440	209609734	chr1	209977757	209983907	13	chr1	209500000	209635000	40	307	0.130293159609121	5.21172638436482	2	IRF6	NM_001206696.2	1	chr1:209977757-209983907
chr11	65317833	65322228	chr11	65428735	65432254	9	chr11	65320000	65325000	9	180	0.05	0.45	5	RELA	NM_001243984.2	1	chr11:65428735-65432254
chr11	65317833	65322228	chr11	65428735	65432254	9	chr11	65320000	65325000	9	180	0.05	0.45	5	RELA	NM_001243985.2	1	chr11:65428735-65432254
chr17	79677723	79681936	chr17	79688303	79691489	9	chr17	79680000	79700000	9	9	1	9	4	SLC25A10	NM_001270888.2	1	chr17:79688303-79691489
chr17	79677723	79681936	chr17	79688303	79691489	9	chr17	79680000	79700000	9	9	1	9	4	SLC25A10	NM_001270953.2	1	chr17:79688303-79691489
chr17	57913978	57927512	chr17	57969678	57971706	10	chr17	57915000	57955000	10	17	0.588235294117647	5.88235294117647	2	RPS6KB1	NM_001272042.2	1	chr17:57969678-57971706
chr17	57913978	57927512	chr17	57969678	57971706	10	chr17	57915000	57955000	10	17	0.588235294117647	5.88235294117647	2	RPS6KB1	NM_001272043.2	1	chr17:57969678-57971706
chr17	57913978	57927512	chr17	57969678	57971706	10	chr17	57915000	57955000	10	17	0.588235294117647	5.88235294117647	2	RPS6KB1	NM_001272044.2	1	chr17:57969678-57971706
chr17	57913978	57927512	chr17	57969678	57971706	10	chr17	57915000	57955000	10	17	0.588235294117647	5.88235294117647	2	RPS6KB1	NM_001272060.2	1	chr17:57969678-57971706
chr11	65148664	65151179	chr11	65317833	65322228	17	chr11	65320000	65325000	17	1165	0.0145922746781116	0.248068669527897	7	SLC25A45	NM_001278250.3	1	chr11:65317833-65322228
chr11	65148664	65151179	chr11	65317833	65322228	17	chr11	65320000	65325000	17	1165	0.0145922746781116	0.248068669527897	7	SLC25A45	NM_001278251.3	1	chr11:65317833-65322228
chr17	79698244	79703904	chr17	79894338	79896296	3	chr17	79680000	79700000	3	3	1	3	7	PYCR1	NM_001282279.2	1	chr17:79894338-79896296
chr17	79698244	79703904	chr17	79894338	79896296	3	chr17	79680000	79700000	3	3	1	3	7	PYCR1	NM_001282280.2	1	chr17:79894338-79896296
chr17	79698244	79703904	chr17	79894338	79896296	3	chr17	79680000	79700000	3	3	1	3	7	PYCR1	NM_001282281.2	1	chr17:79894338-79896296
chr6	125278800	125287374	chr6	125419868	125426460	22	chr6	125410000	125435000	22	131	0.16793893129771	3.69465648854962	1	RNF217	NM_001286398.3	1	chr6:125419868-125426460
chr13	73628411	73654101	chr13	73654595	73656812	11	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	9	chr13:73654595-73656812
chr13	73628411	73654101	chr13	73664185	73665270	17	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	6	chr13:73664185-73665270
chr13	73628411	73654101	chr13	73710356	73714135	14	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	7	chr13:73710356-73714135
chr13	73628411	73654101	chr13	73736255	73738603	7	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	13	chr13:73736255-73738603
